building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
1319,1,2016-01-01 14:00:00,3.5862,14,Entertainment/public assembly,287419,,,3.3,,-2.8,0.0,1018.1,290.0,2.6
1319,3,2016-01-01 14:00:00,411.716,14,Entertainment/public assembly,287419,,,3.3,,-2.8,0.0,1018.1,290.0,2.6
1319,0,2016-01-01 15:00:00,95.9974,14,Entertainment/public assembly,287419,,,3.9,,-3.9,0.0,1018.3,300.0,2.6
1319,1,2016-01-01 15:00:00,3.5958,14,Entertainment/public assembly,287419,,,3.9,,-3.9,0.0,1018.3,300.0,2.6
1319,3,2016-01-01 15:00:00,486.978,14,Entertainment/public assembly,287419,,,3.9,,-3.9,0.0,1018.3,300.0,2.6
1319,0,2016-01-01 16:00:00,95.9651,14,Entertainment/public assembly,287419,,,3.9,,-3.3,0.0,1017.9,280.0,3.6
1319,1,2016-01-01 16:00:00,5.6202,14,Entertainment/public assembly,287419,,,3.9,,-3.3,0.0,1017.9,280.0,3.6
1319,3,2016-01-01 16:00:00,482.075,14,Entertainment/public assembly,287419,,,3.9,,-3.3,0.0,1017.9,280.0,3.6
1319,0,2016-01-01 17:00:00,95.9949,14,Entertainment/public assembly,287419,,,4.4,,-3.3,0.0,1016.9,290.0,5.1
1319,1,2016-01-01 17:00:00,2.6210000000000004,14,Entertainment/public assembly,287419,,,4.4,,-3.3,0.0,1016.9,290.0,5.1
1319,3,2016-01-01 17:00:00,499.383,14,Entertainment/public assembly,287419,,,4.4,,-3.3,0.0,1016.9,290.0,5.1
1319,0,2016-01-01 18:00:00,83.9957,14,Entertainment/public assembly,287419,,,3.9,,-3.9,0.0,1016.2,280.0,4.6
1319,1,2016-01-01 18:00:00,8.9113,14,Entertainment/public assembly,287419,,,3.9,,-3.9,0.0,1016.2,280.0,4.6
1319,3,2016-01-01 18:00:00,511.653,14,Entertainment/public assembly,287419,,,3.9,,-3.9,0.0,1016.2,280.0,4.6
1319,0,2016-01-01 19:00:00,107.995,14,Entertainment/public assembly,287419,,,3.3,,-3.9,0.0,1016.0,300.0,5.1
1319,1,2016-01-01 19:00:00,12.0564,14,Entertainment/public assembly,287419,,,3.3,,-3.9,0.0,1016.0,300.0,5.1
1319,3,2016-01-01 19:00:00,457.271,14,Entertainment/public assembly,287419,,,3.3,,-3.9,0.0,1016.0,300.0,5.1
1319,0,2016-01-01 20:00:00,107.995,14,Entertainment/public assembly,287419,,,3.9,,-5.0,0.0,1015.8,290.0,4.6
1319,1,2016-01-01 20:00:00,15.2016,14,Entertainment/public assembly,287419,,,3.9,,-5.0,0.0,1015.8,290.0,4.6
1319,3,2016-01-01 20:00:00,483.335,14,Entertainment/public assembly,287419,,,3.9,,-5.0,0.0,1015.8,290.0,4.6
1319,0,2016-01-01 21:00:00,95.9951,14,Entertainment/public assembly,287419,,,3.9,,-5.6,0.0,1015.7,300.0,4.1
1319,1,2016-01-01 21:00:00,8.7093,14,Entertainment/public assembly,287419,,,3.9,,-5.6,0.0,1015.7,300.0,4.1
1319,3,2016-01-01 21:00:00,438.611,14,Entertainment/public assembly,287419,,,3.9,,-5.6,0.0,1015.7,300.0,4.1
1319,0,2016-01-01 22:00:00,95.9976,14,Entertainment/public assembly,287419,,,3.3,,-6.1,0.0,1015.7,270.0,4.6
1319,1,2016-01-01 22:00:00,3.6693,14,Entertainment/public assembly,287419,,,3.3,,-6.1,0.0,1015.7,270.0,4.6
1319,3,2016-01-01 22:00:00,539.048,14,Entertainment/public assembly,287419,,,3.3,,-6.1,0.0,1015.7,270.0,4.6
1319,0,2016-01-01 23:00:00,107.997,14,Entertainment/public assembly,287419,,,2.8,4.0,-6.1,0.0,1016.3,270.0,4.1
1319,1,2016-01-01 23:00:00,0.0,14,Entertainment/public assembly,287419,,,2.8,4.0,-6.1,0.0,1016.3,270.0,4.1
1319,3,2016-01-01 23:00:00,547.4540000000002,14,Entertainment/public assembly,287419,,,2.8,4.0,-6.1,0.0,1016.3,270.0,4.1
1319,0,2016-01-02 00:00:00,119.994,14,Entertainment/public assembly,287419,,,2.8,,-6.1,0.0,1016.8,280.0,3.6
1319,1,2016-01-02 00:00:00,0.0,14,Entertainment/public assembly,287419,,,2.8,,-6.1,0.0,1016.8,280.0,3.6
1319,3,2016-01-02 00:00:00,537.1669999999998,14,Entertainment/public assembly,287419,,,2.8,,-6.1,0.0,1016.8,280.0,3.6
1319,0,2016-01-02 01:00:00,107.997,14,Entertainment/public assembly,287419,,,2.2,4.0,-6.7,0.0,1017.5,290.0,3.1
1319,1,2016-01-02 01:00:00,2.6210000000000004,14,Entertainment/public assembly,287419,,,2.2,4.0,-6.7,0.0,1017.5,290.0,3.1
1319,3,2016-01-02 01:00:00,632.211,14,Entertainment/public assembly,287419,,,2.2,4.0,-6.7,0.0,1017.5,290.0,3.1
1319,0,2016-01-02 02:00:00,107.997,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.7,0.0,1017.9,280.0,3.1
1319,1,2016-01-02 02:00:00,5.6354,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.7,0.0,1017.9,280.0,3.1
1319,3,2016-01-02 02:00:00,627.624,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.7,0.0,1017.9,280.0,3.1
1319,0,2016-01-02 03:00:00,107.997,14,Entertainment/public assembly,287419,,,1.1,0.0,-8.3,0.0,1017.7,270.0,2.1
1319,1,2016-01-02 03:00:00,14.1532,14,Entertainment/public assembly,287419,,,1.1,0.0,-8.3,0.0,1017.7,270.0,2.1
1319,3,2016-01-02 03:00:00,833.258,14,Entertainment/public assembly,287419,,,1.1,0.0,-8.3,0.0,1017.7,270.0,2.1
1319,0,2016-01-02 04:00:00,120.0,14,Entertainment/public assembly,287419,,,0.6,0.0,-8.9,0.0,1017.9,300.0,3.6
1319,1,2016-01-02 04:00:00,5.7661,14,Entertainment/public assembly,287419,,,0.6,0.0,-8.9,0.0,1017.9,300.0,3.6
1319,3,2016-01-02 04:00:00,790.3560000000001,14,Entertainment/public assembly,287419,,,0.6,0.0,-8.9,0.0,1017.9,300.0,3.6
1319,0,2016-01-02 05:00:00,107.994,14,Entertainment/public assembly,287419,,,-0.6,0.0,-8.3,0.0,1018.1,240.0,1.5
1319,1,2016-01-02 05:00:00,2.5546,14,Entertainment/public assembly,287419,,,-0.6,0.0,-8.3,0.0,1018.1,240.0,1.5
1319,3,2016-01-02 05:00:00,396.156,14,Entertainment/public assembly,287419,,,-0.6,0.0,-8.3,0.0,1018.1,240.0,1.5
1319,0,2016-01-02 06:00:00,107.995,14,Entertainment/public assembly,287419,,,0.0,0.0,-7.8,0.0,1017.8,270.0,3.1
1319,1,2016-01-02 06:00:00,0.0,14,Entertainment/public assembly,287419,,,0.0,0.0,-7.8,0.0,1017.8,270.0,3.1
1319,3,2016-01-02 06:00:00,1061.0,14,Entertainment/public assembly,287419,,,0.0,0.0,-7.8,0.0,1017.8,270.0,3.1
1319,0,2016-01-02 07:00:00,95.9949,14,Entertainment/public assembly,287419,,,0.6,0.0,-7.8,0.0,1018.0,280.0,3.6
1319,1,2016-01-02 07:00:00,0.0,14,Entertainment/public assembly,287419,,,0.6,0.0,-7.8,0.0,1018.0,280.0,3.6
1319,3,2016-01-02 07:00:00,983.99,14,Entertainment/public assembly,287419,,,0.6,0.0,-7.8,0.0,1018.0,280.0,3.6
1319,0,2016-01-02 08:00:00,107.997,14,Entertainment/public assembly,287419,,,0.6,0.0,-8.9,0.0,1017.8,320.0,2.1
1319,1,2016-01-02 08:00:00,12.0564,14,Entertainment/public assembly,287419,,,0.6,0.0,-8.9,0.0,1017.8,320.0,2.1
1319,3,2016-01-02 08:00:00,975.294,14,Entertainment/public assembly,287419,,,0.6,0.0,-8.9,0.0,1017.8,320.0,2.1
1319,0,2016-01-02 09:00:00,107.994,14,Entertainment/public assembly,287419,,,0.6,0.0,-10.0,0.0,1017.7,300.0,3.1
1319,1,2016-01-02 09:00:00,0.0,14,Entertainment/public assembly,287419,,,0.6,0.0,-10.0,0.0,1017.7,300.0,3.1
1319,3,2016-01-02 09:00:00,315.6670000000001,14,Entertainment/public assembly,287419,,,0.6,0.0,-10.0,0.0,1017.7,300.0,3.1
1319,0,2016-01-02 10:00:00,107.994,14,Entertainment/public assembly,287419,,,0.0,0.0,-10.0,0.0,1017.8,300.0,3.1
1319,1,2016-01-02 10:00:00,0.0,14,Entertainment/public assembly,287419,,,0.0,0.0,-10.0,0.0,1017.8,300.0,3.1
1319,3,2016-01-02 10:00:00,714.717,14,Entertainment/public assembly,287419,,,0.0,0.0,-10.0,0.0,1017.8,300.0,3.1
1319,0,2016-01-02 11:00:00,119.994,14,Entertainment/public assembly,287419,,,0.6,,-10.0,0.0,1018.0,310.0,1.5
1319,1,2016-01-02 11:00:00,0.0,14,Entertainment/public assembly,287419,,,0.6,,-10.0,0.0,1018.0,310.0,1.5
1319,3,2016-01-02 11:00:00,685.673,14,Entertainment/public assembly,287419,,,0.6,,-10.0,0.0,1018.0,310.0,1.5
1319,0,2016-01-02 12:00:00,107.994,14,Entertainment/public assembly,287419,,,0.0,,-9.4,0.0,1018.4,270.0,1.5
1319,1,2016-01-02 12:00:00,0.0,14,Entertainment/public assembly,287419,,,0.0,,-9.4,0.0,1018.4,270.0,1.5
1319,3,2016-01-02 12:00:00,1079.46,14,Entertainment/public assembly,287419,,,0.0,,-9.4,0.0,1018.4,270.0,1.5
1319,0,2016-01-02 13:00:00,107.997,14,Entertainment/public assembly,287419,,,0.0,,-8.9,0.0,1018.9,270.0,1.5
1319,1,2016-01-02 13:00:00,13.1048,14,Entertainment/public assembly,287419,,,0.0,,-8.9,0.0,1018.9,270.0,1.5
1319,3,2016-01-02 13:00:00,754.801,14,Entertainment/public assembly,287419,,,0.0,,-8.9,0.0,1018.9,270.0,1.5
1319,0,2016-01-02 14:00:00,95.995,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.7,0.0,1019.0,,2.6
1319,1,2016-01-02 14:00:00,4.6108,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.7,0.0,1019.0,,2.6
1319,3,2016-01-02 14:00:00,651.56,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.7,0.0,1019.0,,2.6
1319,0,2016-01-02 15:00:00,95.9951,14,Entertainment/public assembly,287419,,,1.7,0.0,-7.2,0.0,1019.5,260.0,4.6
1319,1,2016-01-02 15:00:00,0.0,14,Entertainment/public assembly,287419,,,1.7,0.0,-7.2,0.0,1019.5,260.0,4.6
1319,3,2016-01-02 15:00:00,536.717,14,Entertainment/public assembly,287419,,,1.7,0.0,-7.2,0.0,1019.5,260.0,4.6
1319,0,2016-01-02 16:00:00,84.0,14,Entertainment/public assembly,287419,,,2.2,4.0,-7.2,0.0,1019.2,270.0,4.1
1319,1,2016-01-02 16:00:00,4.7177,14,Entertainment/public assembly,287419,,,2.2,4.0,-7.2,0.0,1019.2,270.0,4.1
1319,3,2016-01-02 16:00:00,562.519,14,Entertainment/public assembly,287419,,,2.2,4.0,-7.2,0.0,1019.2,270.0,4.1
1319,0,2016-01-02 17:00:00,107.998,14,Entertainment/public assembly,287419,,,3.3,4.0,-6.7,0.0,1018.0,310.0,4.6
1319,1,2016-01-02 17:00:00,1.0484,14,Entertainment/public assembly,287419,,,3.3,4.0,-6.7,0.0,1018.0,310.0,4.6
1319,3,2016-01-02 17:00:00,529.601,14,Entertainment/public assembly,287419,,,3.3,4.0,-6.7,0.0,1018.0,310.0,4.6
1319,0,2016-01-02 18:00:00,95.9949,14,Entertainment/public assembly,287419,,,4.4,0.0,-6.7,0.0,1016.4,280.0,4.6
1319,1,2016-01-02 18:00:00,3.5862,14,Entertainment/public assembly,287419,,,4.4,0.0,-6.7,0.0,1016.4,280.0,4.6
1319,3,2016-01-02 18:00:00,368.107,14,Entertainment/public assembly,287419,,,4.4,0.0,-6.7,0.0,1016.4,280.0,4.6
1319,0,2016-01-02 19:00:00,95.9949,14,Entertainment/public assembly,287419,,,5.0,0.0,-6.1,0.0,1015.7,270.0,4.1
1319,1,2016-01-02 19:00:00,0.0,14,Entertainment/public assembly,287419,,,5.0,0.0,-6.1,0.0,1015.7,270.0,4.1
1319,3,2016-01-02 19:00:00,495.557,14,Entertainment/public assembly,287419,,,5.0,0.0,-6.1,0.0,1015.7,270.0,4.1
1319,0,2016-01-02 20:00:00,95.9949,14,Entertainment/public assembly,287419,,,4.4,4.0,-6.1,0.0,1015.5,270.0,4.1
1319,1,2016-01-02 20:00:00,0.0,14,Entertainment/public assembly,287419,,,4.4,4.0,-6.1,0.0,1015.5,270.0,4.1
1319,3,2016-01-02 20:00:00,980.766,14,Entertainment/public assembly,287419,,,4.4,4.0,-6.1,0.0,1015.5,270.0,4.1
1319,0,2016-01-02 21:00:00,107.995,14,Entertainment/public assembly,287419,,,3.9,,-6.1,0.0,1015.5,300.0,4.1
1319,1,2016-01-02 21:00:00,12.5806,14,Entertainment/public assembly,287419,,,3.9,,-6.1,0.0,1015.5,300.0,4.1
1319,3,2016-01-02 21:00:00,476.907,14,Entertainment/public assembly,287419,,,3.9,,-6.1,0.0,1015.5,300.0,4.1
1319,0,2016-01-02 22:00:00,107.994,14,Entertainment/public assembly,287419,,,3.9,2.0,-6.1,0.0,1015.8,310.0,2.6
1319,1,2016-01-02 22:00:00,4.6108,14,Entertainment/public assembly,287419,,,3.9,2.0,-6.1,0.0,1015.8,310.0,2.6
1319,3,2016-01-02 22:00:00,530.507,14,Entertainment/public assembly,287419,,,3.9,2.0,-6.1,0.0,1015.8,310.0,2.6
1319,0,2016-01-02 23:00:00,107.994,14,Entertainment/public assembly,287419,,,2.8,0.0,-6.1,0.0,1015.8,300.0,1.5
1319,1,2016-01-02 23:00:00,2.0968,14,Entertainment/public assembly,287419,,,2.8,0.0,-6.1,0.0,1015.8,300.0,1.5
1319,3,2016-01-02 23:00:00,648.294,14,Entertainment/public assembly,287419,,,2.8,0.0,-6.1,0.0,1015.8,300.0,1.5
1319,0,2016-01-03 00:00:00,119.994,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.1,0.0,1016.3,0.0,0.0
1319,1,2016-01-03 00:00:00,4.0985,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.1,0.0,1016.3,0.0,0.0
1319,3,2016-01-03 00:00:00,665.324,14,Entertainment/public assembly,287419,,,1.1,0.0,-6.1,0.0,1016.3,0.0,0.0
1319,0,2016-01-03 01:00:00,95.9949,14,Entertainment/public assembly,287419,,,1.1,0.0,-5.6,0.0,1015.9,0.0,0.0
1319,1,2016-01-03 01:00:00,4.0985,14,Entertainment/public assembly,287419,,,1.1,0.0,-5.6,0.0,1015.9,0.0,0.0
1319,3,2016-01-03 01:00:00,641.855,14,Entertainment/public assembly,287419,,,1.1,0.0,-5.6,0.0,1015.9,0.0,0.0
1319,0,2016-01-03 02:00:00,95.9952,14,Entertainment/public assembly,287419,,,0.0,0.0,-6.1,0.0,1015.8,0.0,0.0
1319,1,2016-01-03 02:00:00,0.0,14,Entertainment/public assembly,287419,,,0.0,0.0,-6.1,0.0,1015.8,0.0,0.0
1319,3,2016-01-03 02:00:00,801.09,14,Entertainment/public assembly,287419,,,0.0,0.0,-6.1,0.0,1015.8,0.0,0.0
1319,0,2016-01-03 03:00:00,107.995,14,Entertainment/public assembly,287419,,,-1.1,0.0,-6.1,0.0,1015.3,300.0,2.1
1319,1,2016-01-03 03:00:00,4.7177,14,Entertainment/public assembly,287419,,,-1.1,0.0,-6.1,0.0,1015.3,300.0,2.1
1319,3,2016-01-03 03:00:00,686.431,14,Entertainment/public assembly,287419,,,-1.1,0.0,-6.1,0.0,1015.3,300.0,2.1
1319,0,2016-01-03 04:00:00,131.993,14,Entertainment/public assembly,287419,,,-0.6,0.0,-5.6,0.0,1015.2,270.0,1.5
1319,1,2016-01-03 04:00:00,2.0968,14,Entertainment/public assembly,287419,,,-0.6,0.0,-5.6,0.0,1015.2,270.0,1.5
1319,3,2016-01-03 04:00:00,767.8839999999999,14,Entertainment/public assembly,287419,,,-0.6,0.0,-5.6,0.0,1015.2,270.0,1.5
1319,0,2016-01-03 05:00:00,107.994,14,Entertainment/public assembly,287419,,,-1.7,0.0,-6.1,0.0,1014.5,0.0,0.0
1319,1,2016-01-03 05:00:00,0.5242,14,Entertainment/public assembly,287419,,,-1.7,0.0,-6.1,0.0,1014.5,0.0,0.0
1319,3,2016-01-03 05:00:00,878.125,14,Entertainment/public assembly,287419,,,-1.7,0.0,-6.1,0.0,1014.5,0.0,0.0
1319,0,2016-01-03 06:00:00,119.994,14,Entertainment/public assembly,287419,,,-2.2,0.0,-6.1,0.0,1013.8,0.0,0.0
1319,1,2016-01-03 06:00:00,0.0,14,Entertainment/public assembly,287419,,,-2.2,0.0,-6.1,0.0,1013.8,0.0,0.0
1319,3,2016-01-03 06:00:00,617.429,14,Entertainment/public assembly,287419,,,-2.2,0.0,-6.1,0.0,1013.8,0.0,0.0
1319,0,2016-01-03 07:00:00,107.997,14,Entertainment/public assembly,287419,,,-2.2,0.0,-5.6,0.0,1013.1,230.0,2.1
1319,1,2016-01-03 07:00:00,3.5862,14,Entertainment/public assembly,287419,,,-2.2,0.0,-5.6,0.0,1013.1,230.0,2.1
1319,3,2016-01-03 07:00:00,735.622,14,Entertainment/public assembly,287419,,,-2.2,0.0,-5.6,0.0,1013.1,230.0,2.1
1319,0,2016-01-03 08:00:00,107.994,14,Entertainment/public assembly,287419,,,-2.8,0.0,-5.0,0.0,1012.6,230.0,1.5
1319,1,2016-01-03 08:00:00,4.7177,14,Entertainment/public assembly,287419,,,-2.8,0.0,-5.0,0.0,1012.6,230.0,1.5
1319,3,2016-01-03 08:00:00,723.6039999999998,14,Entertainment/public assembly,287419,,,-2.8,0.0,-5.0,0.0,1012.6,230.0,1.5
1319,0,2016-01-03 09:00:00,107.994,14,Entertainment/public assembly,287419,,,-3.3,0.0,-6.1,0.0,1011.3,200.0,2.6
1319,1,2016-01-03 09:00:00,0.0,14,Entertainment/public assembly,287419,,,-3.3,0.0,-6.1,0.0,1011.3,200.0,2.6
1319,3,2016-01-03 09:00:00,597.596,14,Entertainment/public assembly,287419,,,-3.3,0.0,-6.1,0.0,1011.3,200.0,2.6
1319,0,2016-01-03 10:00:00,95.9949,14,Entertainment/public assembly,287419,,,-1.7,0.0,-5.0,0.0,1011.2,250.0,2.1
1319,1,2016-01-03 10:00:00,2.0492,14,Entertainment/public assembly,287419,,,-1.7,0.0,-5.0,0.0,1011.2,250.0,2.1
1319,3,2016-01-03 10:00:00,689.444,14,Entertainment/public assembly,287419,,,-1.7,0.0,-5.0,0.0,1011.2,250.0,2.1
1319,0,2016-01-03 11:00:00,107.982,14,Entertainment/public assembly,287419,,,-2.8,0.0,-6.1,0.0,1010.8,190.0,1.5
1319,1,2016-01-03 11:00:00,0.0,14,Entertainment/public assembly,287419,,,-2.8,0.0,-6.1,0.0,1010.8,190.0,1.5
1319,3,2016-01-03 11:00:00,680.83,14,Entertainment/public assembly,287419,,,-2.8,0.0,-6.1,0.0,1010.8,190.0,1.5
1319,0,2016-01-03 12:00:00,107.997,14,Entertainment/public assembly,287419,,,-2.2,0.0,-5.0,-1.0,1011.1,190.0,1.5
1319,1,2016-01-03 12:00:00,0.0,14,Entertainment/public assembly,287419,,,-2.2,0.0,-5.0,-1.0,1011.1,190.0,1.5
1319,3,2016-01-03 12:00:00,847.3760000000002,14,Entertainment/public assembly,287419,,,-2.2,0.0,-5.0,-1.0,1011.1,190.0,1.5
1319,0,2016-01-03 13:00:00,119.994,14,Entertainment/public assembly,287419,,,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
1319,1,2016-01-03 13:00:00,0.0,14,Entertainment/public assembly,287419,,,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
1319,3,2016-01-03 13:00:00,383.821,14,Entertainment/public assembly,287419,,,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
1319,0,2016-01-03 14:00:00,107.994,14,Entertainment/public assembly,287419,,,1.1,0.0,-3.3,0.0,1011.3,220.0,3.1
1319,1,2016-01-03 14:00:00,0.0,14,Entertainment/public assembly,287419,,,1.1,0.0,-3.3,0.0,1011.3,220.0,3.1
1319,3,2016-01-03 14:00:00,542.2090000000002,14,Entertainment/public assembly,287419,,,1.1,0.0,-3.3,0.0,1011.3,220.0,3.1
1319,0,2016-01-03 15:00:00,107.997,14,Entertainment/public assembly,287419,,,5.0,0.0,-3.3,0.0,1011.2,230.0,4.1
1319,1,2016-01-03 15:00:00,0.5242,14,Entertainment/public assembly,287419,,,5.0,0.0,-3.3,0.0,1011.2,230.0,4.1
1319,3,2016-01-03 15:00:00,558.5840000000002,14,Entertainment/public assembly,287419,,,5.0,0.0,-3.3,0.0,1011.2,230.0,4.1
1319,0,2016-01-03 16:00:00,83.9976,14,Entertainment/public assembly,287419,,,7.2,0.0,-5.0,0.0,1010.3,260.0,6.2
1319,1,2016-01-03 16:00:00,0.0,14,Entertainment/public assembly,287419,,,7.2,0.0,-5.0,0.0,1010.3,260.0,6.2
1319,3,2016-01-03 16:00:00,574.5459999999998,14,Entertainment/public assembly,287419,,,7.2,0.0,-5.0,0.0,1010.3,260.0,6.2
1319,0,2016-01-03 17:00:00,96.0,14,Entertainment/public assembly,287419,,,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
1319,1,2016-01-03 17:00:00,0.0,14,Entertainment/public assembly,287419,,,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
1319,3,2016-01-03 17:00:00,471.1,14,Entertainment/public assembly,287419,,,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
1319,0,2016-01-03 18:00:00,84.0,14,Entertainment/public assembly,287419,,,8.3,0.0,-5.6,0.0,1008.9,300.0,5.7
1319,1,2016-01-03 18:00:00,2.0061,14,Entertainment/public assembly,287419,,,8.3,0.0,-5.6,0.0,1008.9,300.0,5.7
